Body,Head,Head Coverage,Std_Confidence,PCA_Confidence,Positive Examples,Body size,PCA Body size,Functional_variable
?b  largestCity  ?f  ?a  twinCountry  ?f   ,?a  twinCountry  ?b,0.012269939,0.666666667,0.666666667,2,3,3,?b
?e  europeanAffiliation  ?a  ?e  internationalAffiliation  ?b   ,?a  internationalAffiliation  ?b,0.018518519,0.5,0.666666667,6,12,9,?a
?a  producer  ?b  ?a  writer  ?b   ,?a  musicalArtist  ?b,0.072895958,0.215686275,0.666666667,220,1020,330,?b
?b  isPartOf  ?f  ?a  ruralMunicipality  ?f   ,?a  routeEnd  ?b,0.010416667,0.045454545,0.666666667,2,44,3,?b
?f  parent  ?b  ?a  relation  ?f   ,?a  relation  ?b,0.015810277,0.19047619,0.666666667,4,21,6,?b
?b  president  ?a  ?b  primeMinister  ?a   ,?a  deputy  ?b,0.023364486,0.119047619,0.666666667,10,84,15,?b
?b  author  ?a  ?b  director  ?a   ,?a  knownFor  ?b,0.01236476,0.112676056,0.666666667,8,71,12,?b
?a  city  ?b  ?a  routeEnd  ?b   ,?a  routeStart  ?b,0.02020202,0.111111111,0.666666667,4,36,6,?b
?a  routeJunction  ?f  ?f  state  ?b   ,?a  routeStart  ?b,0.01010101,0.2,0.666666667,2,10,3,?b
?f  part  ?b  ?a  routeStart  ?f   ,?a  routeStart  ?b,0.01010101,0.076923077,0.666666667,2,26,3,?b
?b  division  ?f  ?f  subsidiary  ?a   ,?a  owner  ?b,0.02006689,0.387096774,0.666666667,24,62,36,?a
?a  predecessor  ?f  ?b  spouse  ?f   ,?a  parent  ?b,0.01529052,0.07518797,0.666666667,10,133,15,?a
?a  militaryBranch  ?f  ?f  parentOrganisation  ?b   ,?a  commandStructure  ?b,0.012578616,0.666666667,0.666666667,2,3,3,?a
?e  locationCountry  ?b  ?e  successor  ?a   ,?a  locationCountry  ?b,0.014510278,0.393442623,0.666666667,24,61,36,?a
?a  deputy  ?b  ?b  primeMinister  ?a   ,?a  vicePresident  ?b,0.013605442,0.011363636,0.666666667,2,176,3,?b
?f  governor  ?b  ?a  successor  ?f   ,?a  vicePresident  ?b,0.013605442,0.005970149,0.666666667,2,335,3,?b
?a  leftTributary  ?f  ?f  mouthCountry  ?b   ,?a  sourceCountry  ?b,0.013245033,0.4,0.666666667,2,5,3,?a
?a  source  ?f  ?f  sourceCountry  ?b   ,?a  sourceCountry  ?b,0.013245033,0.4,0.666666667,2,5,3,?a
?e  country  ?b  ?e  river  ?a   ,?a  sourceCountry  ?b,0.013245033,0.181818182,0.666666667,2,11,3,?a
?a  river  ?f  ?f  state  ?b   ,?a  sourceMountain  ?b,0.011173184,0.0625,0.666666667,2,32,3,?a
?e  mouthMountain  ?a  ?e  state  ?b   ,?a  sourceMountain  ?b,0.011173184,0.0078125,0.666666667,2,256,3,?a
?e  mouthPlace  ?a  ?e  state  ?b   ,?a  sourceMountain  ?b,0.011173184,0.0078125,0.666666667,2,256,3,?a
?e  format  ?b  ?e  subsequentWork  ?a   ,?a  format  ?b,0.106382979,0.579637097,0.665509259,575,992,864,?a
?f  format  ?b  ?a  subsequentWork  ?f   ,?a  format  ?b,0.108418131,0.584247258,0.665153235,586,1003,881,?a
?e  format  ?b  ?e  previousWork  ?a   ,?a  format  ?b,0.10786309,0.558429119,0.658757062,583,1044,885,?a
?f  bodyStyle  ?b  ?a  successor  ?f   ,?a  bodyStyle  ?b,0.173076923,0.514285714,0.658536585,54,105,82,?a
?e  bodyStyle  ?b  ?e  predecessor  ?a   ,?a  bodyStyle  ?b,0.173076923,0.514285714,0.658536585,54,105,82,?a
?f  nationality  ?b  ?a  president  ?f   ,?a  nationality  ?b,0.016550811,0.219298246,0.657894737,50,228,76,?a
?f  network  ?b  ?a  previousWork  ?f   ,?a  network  ?b,0.061377246,0.492,0.657754011,123,250,187,?a
?f  nationalAffiliation  ?b  ?a  party  ?f   ,?a  otherParty  ?b,0.057534247,0.1640625,0.65625,21,128,32,?a
?f  network  ?b  ?a  subsequentWork  ?f   ,?a  channel  ?b,0.018164436,0.085201794,0.655172414,19,223,29,?a
?f  layout  ?b  ?a  relatedMeanOfTransportation  ?f   ,?a  layout  ?b,0.183574879,0.535211268,0.655172414,38,71,58,?a
?e  deputy  ?a  ?e  party  ?b   ,?a  party  ?b,0.063829787,0.618055556,0.654411765,267,432,408,?a
?e  country  ?b  ?e  creator  ?a   ,?a  locationCountry  ?b,0.010278114,0.069105691,0.653846154,17,246,26,?a
?f  parent  ?b  ?a  relative  ?f   ,?a  parent  ?b,0.117737003,0.388888889,0.652542373,77,198,118,?a
?b  ground  ?a   ,?a  owner  ?b,0.037625418,0.010927635,0.652173913,45,4118,69,?a
?a  locationCountry  ?b   ,?a  foundationPlace  ?b,0.138814016,0.062273277,0.651898734,103,1654,158,?a
?b  parent  ?f  ?a  spouse  ?f   ,?a  child  ?b,0.15664557,0.460465116,0.651315789,99,215,152,?b
?a  birthPlace  ?f  ?f  country  ?b   ,?a  country  ?b,0.016848512,0.023387595,0.650429799,454,19412,698,?a
?b  division  ?a   ,?a  parentCompany  ?b,0.047439759,0.089235127,0.649484536,63,706,97,?a
?a  child  ?f  ?f  relative  ?b   ,?a  child  ?b,0.178797468,0.345565749,0.649425287,113,327,174,?b
?f  bandMember  ?b  ?a  musicalBand  ?f   ,?a  writer  ?b,0.151223976,0.427002584,0.649312377,661,1548,1018,?b
?f  bandMember  ?b  ?a  musicalArtist  ?f   ,?a  writer  ?b,0.151223976,0.427002584,0.649312377,661,1548,1018,?b
?f  channel  ?b  ?a  subsequentWork  ?f   ,?a  network  ?b,0.011976048,0.272727273,0.648648649,24,88,37,?a
?b  division  ?f  ?f  subsidiary  ?a   ,?a  owningCompany  ?b,0.017021277,0.387096774,0.648648649,24,62,37,?a
?f  parentCompany  ?b  ?a  parentCompany  ?f   ,?a  owningCompany  ?b,0.05106383,0.128113879,0.648648649,72,562,111,?a
?f  parentCompany  ?b  ?a  parentCompany  ?f   ,?a  owner  ?b,0.060200669,0.128113879,0.648648649,72,562,111,?a
?a  child  ?f  ?b  relative  ?f   ,?a  child  ?b,0.166139241,0.406976744,0.648148148,105,258,162,?b
?a  broadcastNetwork  ?f  ?f  pictureFormat  ?b   ,?a  pictureFormat  ?b,0.0625,0.288065844,0.648148148,70,243,108,?a
?a  creator  ?b  ?a  producer  ?b   ,?a  author  ?b,0.066666667,0.380165289,0.647887324,46,121,71,?b
?a  nationality  ?b   ,?a  citizenship  ?b,0.1875,0.018867925,0.647727273,57,3021,88,?a
?a  author  ?b  ?a  creator  ?b   ,?a  executiveProducer  ?b,0.041132479,0.37745098,0.647058824,77,204,119,?a
?b  notableWork  ?a   ,?a  creator  ?b,0.044630404,0.380952381,0.646464646,64,168,99,?a
?e  isPartOfWineRegion  ?b  ?e  subregion  ?a   ,?a  isPartOfWineRegion  ?b,0.431654676,0.64516129,0.64516129,60,93,93,?a
?e  pictureFormat  ?b  ?e  successor  ?a   ,?a  pictureFormat  ?b,0.017857143,0.571428571,0.64516129,20,35,31,?a
?f  network  ?b  ?a  previousWork  ?f   ,?a  channel  ?b,0.02581262,0.108,0.642857143,27,250,42,?a
?b  associate  ?f  ?a  deputy  ?f   ,?a  deputy  ?b,0.021028037,0.230769231,0.642857143,9,39,14,?b
?b  capital  ?f  ?a  countySeat  ?f   ,?a  state  ?b,0.010120888,0.620689655,0.642857143,36,58,56,?a
?a  relative  ?f  ?f  stateOfOrigin  ?b   ,?a  stateOfOrigin  ?b,0.017424976,0.219512195,0.642857143,18,82,28,?a
?e  album  ?a  ?e  producer  ?b   ,?a  producer  ?b,0.041468631,0.613356766,0.642725599,349,569,543,?a
?b  derivative  ?a   ,?a  stylisticOrigin  ?b,0.168700042,0.616923077,0.6416,401,650,625,?a
?f  distributor  ?b  ?a  related  ?f   ,?a  distributor  ?b,0.07813182,0.46373057,0.641577061,179,386,279,?a
?f  militaryBranch  ?b  ?a  primeMinister  ?f   ,?a  militaryBranch  ?b,0.017289073,0.137362637,0.641025641,25,182,39,?a
?f  child  ?a  ?b  child  ?f   ,?a  relative  ?b,0.024533857,0.274725275,0.641025641,25,91,39,?b
?a  class  ?f  ?f  division  ?b   ,?a  division  ?b,0.372521246,0.553684211,0.639902676,263,475,411,?a
?b  related  ?a   ,?a  related  ?b,0.470754052,0.470754052,0.63923445,668,1419,1045,?b
?b  predecessor  ?a  ?b  primeMinister  ?a   ,?a  deputy  ?b,0.123831776,0.136246787,0.638554217,53,389,83,?b
?a  affiliation  ?f  ?f  ideology  ?b   ,?a  ideology  ?b,0.020790021,0.6,0.638297872,30,50,47,?a
?b  governor  ?a   ,?a  lieutenant  ?b,0.932692308,0.277936963,0.638157895,97,349,152,?a
?f  child  ?b  ?a  spouse  ?f   ,?a  child  ?b,0.223101266,0.63800905,0.63800905,141,221,221,?b
?a  sourceConfluenceRegion  ?b   ,?a  sourceRegion  ?b,0.04964539,0.4375,0.636363636,7,16,11,?a
?b  knownFor  ?a   ,?a  presenter  ?b,0.022012579,0.010819165,0.636363636,7,647,11,?b
?a  composer  ?b  ?a  producer  ?b   ,?a  author  ?b,0.010144928,0.388888889,0.636363636,7,18,11,?b
?a  operatingSystem  ?f  ?b  predecessor  ?f   ,?a  operatingSystem  ?b,0.035175879,0.636363636,0.636363636,7,11,11,?a
?a  operatingSystem  ?f  ?f  successor  ?b   ,?a  operatingSystem  ?b,0.035175879,0.636363636,0.636363636,7,11,11,?a
?b  parent  ?f  ?f  spouse  ?a   ,?a  child  ?b,0.155063291,0.455813953,0.636363636,98,215,154,?b
?a  company  ?b  ?a  creator  ?b   ,?a  developer  ?b,0.016129032,0.083333333,0.636363636,7,84,11,?a
?b  author  ?a  ?b  producer  ?a   ,?a  knownFor  ?b,0.010819165,0.079545455,0.636363636,7,88,11,?b
?a  album  ?f  ?f  artist  ?b   ,?a  writer  ?b,0.029970259,0.398176292,0.63592233,131,329,206,?b
?a  writer  ?b   ,?a  musicalBand  ?b,0.254804506,0.175932281,0.63553719,769,4371,1210,?b
?a  writer  ?b   ,?a  musicalArtist  ?b,0.254804506,0.175932281,0.63553719,769,4371,1210,?b
?a  assembly  ?f  ?b  capital  ?f   ,?a  assembly  ?b,0.055238095,0.158469945,0.635036496,87,549,137,?b
?f  owningCompany  ?b  ?a  parentCompany  ?f   ,?a  owningCompany  ?b,0.045390071,0.121442125,0.633663366,64,527,101,?a
?f  owningCompany  ?b  ?a  parentCompany  ?f   ,?a  owner  ?b,0.053511706,0.121442125,0.633663366,64,527,101,?a
?e  party  ?b  ?e  vicePresident  ?a   ,?a  party  ?b,0.016495338,0.534883721,0.633027523,69,129,109,?a
?f  country  ?b  ?a  hometown  ?f   ,?a  nationality  ?b,0.010261503,0.003945024,0.632653061,31,7858,49,?a
?a  sisterStation  ?f  ?b  sisterStation  ?f   ,?a  sisterStation  ?b,0.897606068,0.606016963,0.632009346,3787,6249,5992,?b
?e  developer  ?b  ?e  related  ?a   ,?a  developer  ?b,0.02764977,0.162162162,0.631578947,12,74,19,?a
?f  profession  ?b  ?a  relation  ?f   ,?a  profession  ?b,0.011811024,0.166666667,0.631578947,12,72,19,?a
?f  formerBandMember  ?a  ?b  formerBandMember  ?f   ,?a  formerBandMember  ?b,0.011609287,0.426470588,0.630434783,58,136,92,?b
?f  parent  ?a  ?b  relative  ?f   ,?a  child  ?b,0.118670886,0.378787879,0.630252101,75,198,119,?b
?f  sisterStation  ?a  ?b  sisterStation  ?f   ,?a  sisterStation  ?b,0.813462906,0.612529002,0.629378324,3432,5603,5453,?b
?e  child  ?b  ?e  relation  ?a   ,?a  relation  ?b,0.086956522,0.458333333,0.628571429,22,48,35,?b
?e  child  ?a  ?e  residence  ?b   ,?a  residence  ?b,0.014829794,0.325925926,0.628571429,44,135,70,?a
?e  monarch  ?b  ?e  primeMinister  ?a   ,?a  monarch  ?b,0.234476367,0.576309795,0.627791563,253,439,403,?a
?b  influenced  ?a  ?b  influencedBy  ?a   ,?a  influenced  ?b,0.011632134,0.507936508,0.62745098,32,63,51,?b
?e  sisterStation  ?a  ?e  successor  ?b   ,?a  sisterStation  ?b,0.016354586,0.575,0.627272727,69,120,110,?b
?e  city  ?a  ?e  country  ?b   ,?a  country  ?b,0.028056112,0.542324247,0.626346313,756,1394,1207,?a
?f  owner  ?b  ?a  parentCompany  ?f   ,?a  owningCompany  ?b,0.043971631,0.119001919,0.626262626,62,521,99,?a
?f  owner  ?b  ?a  parentCompany  ?f   ,?a  owner  ?b,0.051839465,0.119001919,0.626262626,62,521,99,?a
?e  executiveProducer  ?b  ?e  subsequentWork  ?a   ,?a  executiveProducer  ?b,0.073183761,0.465986395,0.625570776,137,294,219,?a
?a  musicComposer  ?b  ?a  writer  ?b   ,?a  editing  ?b,0.016556291,0.555555556,0.625,5,9,8,?a
?a  company  ?b  ?a  executiveProducer  ?b   ,?a  developer  ?b,0.011520737,0.080645161,0.625,5,62,8,?a
?b  foundedBy  ?f  ?a  producer  ?f   ,?a  company  ?b,0.010403662,0.018939394,0.625,25,1320,40,?a
?e  parent  ?b  ?e  relation  ?a   ,?a  relation  ?b,0.019762846,0.147058824,0.625,5,34,8,?b
?a  knownFor  ?e  ?e  subsequentWork  ?b   ,?a  knownFor  ?b,0.015455951,0.227272727,0.625,10,44,16,?b
?e  foundedBy  ?b  ?e  product  ?a   ,?a  creator  ?b,0.010460251,0.082417582,0.625,15,182,24,?a
?a  predecessor  ?f  ?f  spouse  ?b   ,?a  parent  ?b,0.01529052,0.071942446,0.625,10,139,16,?a
?b  countySeat  ?f  ?a  mouthMountain  ?f   ,?a  mouthRegion  ?b,0.049019608,0.15625,0.625,5,32,8,?a
?b  countySeat  ?f  ?a  mouthPlace  ?f   ,?a  mouthRegion  ?b,0.049019608,0.15625,0.625,5,32,8,?a
?f  executiveProducer  ?b  ?a  subsequentWork  ?f   ,?a  executiveProducer  ?b,0.074252137,0.466442953,0.623318386,139,298,223,?a
?e  locationCountry  ?b  ?e  parentCompany  ?a   ,?a  locationCountry  ?b,0.022974607,0.243589744,0.62295082,38,156,61,?a
?e  governor  ?a  ?e  party  ?b   ,?a  party  ?b,0.030360985,0.510040161,0.62254902,127,249,204,?a
?a  isPartOf  ?f  ?f  politicalPartyInLegislature  ?b   ,?a  politicalPartyInLegislature  ?b,0.204013378,0.62244898,0.62244898,61,98,98,?b
?e  colour  ?b  ?e  sire  ?a   ,?a  colour  ?b,0.092369478,0.5,0.621621622,69,138,111,?a
?f  creator  ?b  ?a  related  ?f   ,?a  creator  ?b,0.117852162,0.437823834,0.621323529,169,386,272,?a
?b  product  ?a   ,?a  developer  ?b,0.041474654,0.007503126,0.620689655,18,2399,29,?a
?f  nationality  ?b  ?a  relative  ?f   ,?a  stateOfOrigin  ?b,0.017424976,0.202247191,0.620689655,18,89,29,?a
?e  executiveProducer  ?b  ?e  previousWork  ?a   ,?a  executiveProducer  ?b,0.075854701,0.470198675,0.617391304,142,302,230,?a
?a  director  ?b   ,?a  writer  ?b,0.052161977,0.108882521,0.616216216,228,2094,370,?b
?e  distributor  ?b  ?e  related  ?a   ,?a  distributor  ?b,0.076385858,0.469168901,0.616197183,175,373,284,?a
?e  child  ?b  ?e  spouse  ?a   ,?a  child  ?b,0.223101266,0.615720524,0.615720524,141,229,229,?b
?f  foundationPlace  ?b  ?a  product  ?f   ,?a  foundationPlace  ?b,0.010781671,0.4,0.615384615,8,20,13,?a
?f  associate  ?b  ?a  deputy  ?f   ,?a  deputy  ?b,0.018691589,0.205128205,0.615384615,8,39,13,?b
?e  parent  ?b  ?e  relation  ?a   ,?a  parent  ?b,0.012232416,0.235294118,0.615384615,8,34,13,?a
?e  division  ?b  ?e  successor  ?a   ,?a  division  ?b,0.011331445,0.421052632,0.615384615,8,19,13,?a
?f  location  ?b  ?a  location  ?f   ,?a  location  ?b,0.057312906,0.613207547,0.613207547,520,848,848,?a
?e  company  ?b  ?e  related  ?a   ,?a  company  ?b,0.114024136,0.48409894,0.612975391,274,566,447,?a
?f  leaderParty  ?b  ?a  part  ?f   ,?a  leaderParty  ?b,0.040598291,0.351851852,0.612903226,38,108,62,?a
?f  country  ?b  ?a  twinTown  ?f   ,?a  twinCountry  ?b,0.552147239,0.548780488,0.612244898,90,164,147,?b
?a  birthPlace  ?b  ?a  country  ?b   ,?a  nationality  ?b,0.013571665,0.105398458,0.611940299,41,389,67,?a
?f  isPartOf  ?b  ?a  isPartOf  ?f   ,?a  isPartOf  ?b,0.200761744,0.611892171,0.611892171,4744,7753,7753,?a
?a  executiveProducer  ?b  ?a  starring  ?b   ,?a  author  ?b,0.015942029,0.107843137,0.611111111,11,102,18,?b
?e  owningCompany  ?b  ?e  predecessor  ?a   ,?a  owningCompany  ?b,0.015602837,0.301369863,0.611111111,22,73,36,?a
?e  division  ?a  ?e  owningCompany  ?b   ,?a  owner  ?b,0.018394649,0.244444444,0.611111111,22,90,36,?a
?e  division  ?a  ?e  owner  ?b   ,?a  owner  ?b,0.018394649,0.244444444,0.611111111,22,90,36,?a
?b  spouse  ?f  ?f  successor  ?a   ,?a  parent  ?b,0.016819572,0.06875,0.611111111,11,160,18,?a
?e  spouse  ?b  ?e  successor  ?a   ,?a  parent  ?b,0.016819572,0.065088757,0.611111111,11,169,18,?a
?a  governor  ?f  ?f  party  ?b   ,?a  party  ?b,0.033707865,0.544401544,0.61038961,141,259,231,?a
?e  creator  ?b  ?e  related  ?a   ,?a  creator  ?b,0.117852162,0.431122449,0.610108303,169,392,277,?a
?b  affiliation  ?f  ?a  europeanAffiliation  ?f   ,?a  internationalAffiliation  ?b,0.077160494,0.403225806,0.609756098,25,62,41,?a
?f  network  ?b  ?a  subsequentWork  ?f   ,?a  network  ?b,0.05489022,0.493273543,0.607734807,110,223,181,?a
?e  city  ?a  ?e  state  ?b   ,?a  isPartOf  ?b,0.027719001,0.490636704,0.607606679,655,1335,1078,?a
?f  colour  ?b  ?a  grandsire  ?f   ,?a  colour  ?b,0.13253012,0.535135135,0.607361963,99,185,163,?a
?a  creator  ?b  ?a  executiveProducer  ?b   ,?a  developer  ?b,0.039170507,0.038461538,0.607142857,17,442,28,?a
?a  developer  ?b  ?a  executiveProducer  ?b   ,?a  creator  ?b,0.011854951,0.253731343,0.607142857,17,67,28,?a
?b  country  ?a  ?a  largestCity  ?b   ,?a  capital  ?b,0.052700922,0.571428571,0.606060606,40,70,66,?a
?e  pictureFormat  ?b  ?e  predecessor  ?a   ,?a  pictureFormat  ?b,0.017857143,0.350877193,0.606060606,20,57,33,?a
?a  musicalArtist  ?b   ,?a  writer  ?b,0.175932281,0.254804506,0.605988968,769,3018,1269,?b
?a  musicalBand  ?b   ,?a  writer  ?b,0.175932281,0.254804506,0.605988968,769,3018,1269,?b
?a  creator  ?b   ,?a  executiveProducer  ?b,0.236111111,0.308228731,0.605479452,442,1434,730,?a
?b  musicFusionGenre  ?a   ,?a  stylisticOrigin  ?b,0.119057636,0.583505155,0.604700855,283,485,468,?a
?b  primeMinister  ?a  ?a  primeMinister  ?b   ,?a  successor  ?b,0.020762423,0.575471698,0.603960396,122,212,202,?a
?b  predecessor  ?f  ?f  sisterStation  ?a   ,?a  sisterStation  ?b,0.015169471,0.537815126,0.603773585,64,119,106,?b
?f  country  ?b  ?a  residence  ?f   ,?a  citizenship  ?b,0.115131579,0.025906736,0.603448276,35,1351,58,?a
?f  country  ?b  ?a  residence  ?f   ,?a  nationality  ?b,0.067858325,0.151739452,0.602941176,205,1351,340,?a
?e  broadcastNetwork  ?a  ?e  pictureFormat  ?b   ,?a  pictureFormat  ?b,0.039285714,0.316546763,0.602739726,44,139,73,?a
?a  deputy  ?f  ?f  party  ?b   ,?a  party  ?b,0.056896964,0.566666667,0.602531646,238,420,395,?a
?b  child  ?f  ?a  relative  ?f   ,?a  parent  ?b,0.117737003,0.298449612,0.6015625,77,258,128,?a
?b  location  ?a   ,?a  operator  ?b,0.013157895,0.000330651,0.6,3,9073,5,?a
?b  notableWork  ?a   ,?a  developer  ?b,0.020737327,0.053571429,0.6,9,168,15,?a
?a  citizenship  ?b   ,?a  stateOfOrigin  ?b,0.026137464,0.088815789,0.6,27,304,45,?a
?e  riverMouth  ?a  ?e  sourceConfluencePlace  ?b   ,?a  sourcePlace  ?b,0.016759777,0.176470588,0.6,3,17,5,?a
?e  riverMouth  ?a  ?e  sourceConfluenceMountain  ?b   ,?a  sourcePlace  ?b,0.016759777,0.176470588,0.6,3,17,5,?a
?a  executiveProducer  ?b  ?a  producer  ?b   ,?a  narrator  ?b,0.016042781,0.06122449,0.6,3,49,5,?a
?e  country  ?b  ?e  militaryBranch  ?a   ,?a  jurisdiction  ?b,0.027777778,0.01056338,0.6,3,284,5,?a
?e  network  ?b  ?e  subsequentWork  ?a   ,?a  channel  ?b,0.022944551,0.10619469,0.6,24,226,40,?a
?b  child  ?f  ?f  spouse  ?a   ,?a  relation  ?b,0.011857708,0.019480519,0.6,3,154,5,?b
?f  child  ?b  ?a  child  ?f   ,?a  relation  ?b,0.023715415,0.065934066,0.6,6,91,10,?b
?e  child  ?a  ?e  knownFor  ?b   ,?a  relation  ?b,0.011857708,0.107142857,0.6,3,28,5,?b
?f  city  ?b  ?a  outflow  ?f   ,?a  nearestCity  ?b,0.012765957,0.166666667,0.6,3,18,5,?b
?b  author  ?a  ?b  executiveProducer  ?a   ,?a  notableWork  ?b,0.017857143,0.028571429,0.6,3,105,5,?b
?b  director  ?a  ?b  producer  ?a   ,?a  notableWork  ?b,0.017857143,0.011627907,0.6,3,258,5,?b
?e  creator  ?a  ?e  series  ?b   ,?a  notableWork  ?b,0.017857143,0.078947368,0.6,3,38,5,?b
?a  broadcastArea  ?f  ?f  country  ?b   ,?a  locationCountry  ?b,0.023579202,0.188405797,0.6,39,207,65,?a
?f  locationCountry  ?b  ?a  successor  ?f   ,?a  locationCountry  ?b,0.012696493,0.256097561,0.6,21,82,35,?a
?a  deputy  ?b  ?a  successor  ?b   ,?a  vicePresident  ?b,0.020408163,0.01734104,0.6,3,173,5,?b
?f  country  ?b  ?a  hometown  ?f   ,?a  stateOfOrigin  ?b,0.023233301,0.003054212,0.6,24,7858,40,?a
?e  riverMouth  ?a  ?e  sourceConfluenceMountain  ?b   ,?a  sourceMountain  ?b,0.016759777,0.176470588,0.6,3,17,5,?a
?e  riverMouth  ?a  ?e  sourceConfluencePlace  ?b   ,?a  sourceMountain  ?b,0.016759777,0.176470588,0.6,3,17,5,?a
?f  country  ?b  ?a  party  ?f   ,?a  nationality  ?b,0.052962595,0.103694102,0.599250936,160,1543,267,?a
?f  company  ?b  ?a  related  ?f   ,?a  company  ?b,0.113191844,0.476357268,0.599118943,272,571,454,?a
?e  sisterStation  ?a  ?e  sisterStation  ?b   ,?a  sisterStation  ?b,0.917041953,0.597990726,0.597990726,3869,6470,6470,?b
?e  growingGrape  ?b  ?e  subregion  ?a   ,?a  growingGrape  ?b,0.436746988,0.496150556,0.597322348,580,1169,971,?a
?f  residence  ?b  ?a  spouse  ?f   ,?a  residence  ?b,0.012470509,0.170506912,0.596774194,37,217,62,?a
?b  keyPerson  ?f  ?a  producer  ?f   ,?a  company  ?b,0.01414898,0.181818182,0.596491228,34,187,57,?a
?a  director  ?b  ?a  producer  ?b   ,?a  creator  ?b,0.021617852,0.120155039,0.596153846,31,258,52,?a
?a  president  ?b  ?b  vicePresident  ?a   ,?a  predecessor  ?b,0.011904762,0.483606557,0.595959596,59,122,99,?b
?e  album  ?a  ?e  recordedIn  ?b   ,?a  recordedIn  ?b,0.016744809,0.109170306,0.595238095,25,229,42,?a
?a  director  ?b  ?a  executiveProducer  ?b   ,?a  author  ?b,0.031884058,0.265060241,0.594594595,22,83,37,?b
?e  series  ?a  ?e  writer  ?b   ,?a  executiveProducer  ?b,0.021901709,0.5,0.594202899,41,82,69,?a
?e  leaderParty  ?b  ?e  part  ?a   ,?a  leaderParty  ?b,0.040598291,0.285714286,0.59375,38,133,64,?a
?a  division  ?f  ?f  owner  ?b   ,?a  owningCompany  ?b,0.013475177,0.301587302,0.59375,19,63,32,?a
?a  division  ?f  ?f  owner  ?b   ,?a  owner  ?b,0.015886288,0.301587302,0.59375,19,63,32,?a
?f  colour  ?b  ?a  damsire  ?f   ,?a  colour  ?b,0.085676037,0.542372881,0.592592593,64,118,108,?a
?b  ground  ?a  ?a  tenant  ?b   ,?a  operator  ?b,0.070175439,0.134453782,0.592592593,16,119,27,?a
?f  country  ?b  ?a  deathPlace  ?f   ,?a  stateOfOrigin  ?b,0.139399806,0.021046478,0.592592593,144,6842,243,?a
?a  country  ?b   ,?a  broadcastArea  ?b,0.127147766,0.0082387,0.592,222,26946,375,?a
?a  locationCountry  ?b   ,?a  broadcastArea  ?b,0.127147766,0.134220073,0.592,222,1654,375,?a
?b  relative  ?a   ,?a  relation  ?b,0.051383399,0.012757605,0.590909091,13,1019,22,?b
?a  division  ?f  ?f  industry  ?b   ,?a  industry  ?b,0.016697588,0.444444444,0.590163934,36,81,61,?a
?b  isPartOf  ?f  ?a  ruralMunicipality  ?f   ,?a  routeJunction  ?b,0.012886598,0.227272727,0.588235294,10,44,17,?b
?a  automobilePlatform  ?f  ?f  layout  ?b   ,?a  layout  ?b,0.048309179,0.588235294,0.588235294,10,17,17,?a
?f  assembly  ?b  ?a  successor  ?f   ,?a  assembly  ?b,0.248253968,0.587969925,0.587969925,391,665,665,?b
?e  layout  ?b  ?e  relatedMeanOfTransportation  ?a   ,?a  layout  ?b,0.178743961,0.44047619,0.587301587,37,84,63,?a
