Body,Head,Head_Coverage,Standard_Confidence,PCA_Confidence,Support,Body_Size,Pca_Body_Size,Functional_variable
?a  hasRelapse  No  ?a  smokingHabit  Unknown   ,?a  comorbidity  Depression,0.032448,0.44186,0.44186,551,1247,1247,?a
?a  ageCategory  old   ,?a  comorbidity  Others,0.130558,0.441458,0.441458,2217,5022,5022,?a
?a  sex  male  ?a  smokingHabit  PreviousSmoker   ,?a  comorbidity  Others,0.03392,0.441379,0.441379,576,1305,1305,?a
?a  ageCategory  old  ?a  smokingHabit  PreviousSmoker   ,?a  comorbidity  Diabetes_Mellitus,0.034745,0.441286,0.441286,590,1337,1337,?a
?a  hasRelapse  Yes  ?a  smokingHabit  PreviousSmoker   ,?a  comorbidity  Others,0.033802,0.441199,0.441199,574,1301,1301,?a
?a  biomarker  ALK_Positive  ?a  drug  Cisplatin   ,?a  comorbidity  Cardiopathy,0.027325,0.441065,0.441065,464,1052,1052,?a
?a  drug  Carboplatin  ?a  smokingHabit  Unknown   ,?a  comorbidity  Others,0.022672,0.441008,0.441008,385,873,873,?a
?a  smokingHabit  PreviousSmoker   ,?a  comorbidity  Others,0.067664,0.440906,0.440906,1149,2606,2606,?a
?a  biomarker  ROS1_Positive  ?a  drug  Afatinib   ,?a  comorbidity  Diabetes_Mellitus,0.026382,0.440511,0.440511,448,1017,1017,?a
?a  biomarker  EGFR_Positive  ?a  drug  Cisplatin   ,?a  comorbidity  Others,0.026795,0.440465,0.440465,455,1033,1033,?a
?a  drug  Nivolumab  ?a  smokingHabit  Unknown   ,?a  comorbidity  Cardiopathy,0.021259,0.440244,0.440244,361,820,820,?a
?a  biomarker  EGFR_Positive  ?a  smokingHabit  Unknown   ,?a  comorbidity  Diabetes_Mellitus,0.018197,0.440171,0.440171,309,702,702,?a
?a  biomarker  ROS1_Positive  ?a  hasRelapse  No   ,?a  comorbidity  Others,0.038278,0.440081,0.440081,650,1477,1477,?a
?a  sex  male  ?a  smokingHabit  NonSmoker   ,?a  comorbidity  Depression,0.032625,0.440032,0.440032,554,1259,1259,?a
?a  drug  Nivolumab  ?a  smokingHabit  PreviousSmoker   ,?a  comorbidity  Diabetes_Mellitus,0.022142,0.439766,0.439766,376,855,855,?a
?a  biomarker  ALK_Positive  ?a  smokingHabit  Unknown   ,?a  comorbidity  Others,0.019963,0.439689,0.439689,339,771,771,?a
?a  biomarker  Unknown  ?a  smokingHabit  PreviousSmoker   ,?a  comorbidity  Cardiopathy,0.021671,0.439665,0.439665,368,837,837,?a
?a  biomarker  ALK_Positive  ?a  hasRelapse  No   ,?a  comorbidity  Others,0.038573,0.439597,0.439597,655,1490,1490,?a
?a  biomarker  ROS1_Positive  ?a  drug  Nivolumab   ,?a  comorbidity  Cardiopathy,0.027207,0.439581,0.439581,462,1051,1051,?a
?a  drug  Vinorelbine  ?a  smokingHabit  CurrentSmoker   ,?a  comorbidity  Others,0.022908,0.439548,0.439548,389,885,885,?a
?a  hasRelapse  No  ?a  smokingHabit  CurrentSmoker   ,?a  comorbidity  Others,0.031035,0.439533,0.439533,527,1199,1199,?a
?a  biomarker  EGFR_Positive  ?a  hasRelapse  No   ,?a  comorbidity  Others,0.037513,0.439008,0.439008,637,1451,1451,?a
?a  smokingHabit  NonSmoker   ,?a  comorbidity  Cardiopathy,0.064189,0.438985,0.438985,1090,2483,2483,?a
?a  ageCategory  young  ?a  smokingHabit  PreviousSmoker   ,?a  comorbidity  Cardiopathy,0.032801,0.438928,0.438928,557,1269,1269,?a
?a  ageCategory  old  ?a  smokingHabit  NonSmoker   ,?a  comorbidity  Depression,0.032566,0.438889,0.438889,553,1260,1260,?a
?a  sex  female   ,?a  comorbidity  Others,0.127554,0.438462,0.438462,2166,4940,4940,?a
?a  drug  Carboplatin  ?a  drug  Nivolumab   ,?a  comorbidity  Diabetes_Mellitus,0.022201,0.438372,0.438372,377,860,860,?a
?a  biomarker  ALK_Positive  ?a  smokingHabit  NonSmoker   ,?a  comorbidity  Others,0.019433,0.438247,0.438247,330,753,753,?a
?a  drug  Vinorelbine   ,?a  comorbidity  Others,0.091455,0.438205,0.438205,1553,3544,3544,?a
?a  drug  Nivolumab  ?a  hasRelapse  No   ,?a  comorbidity  Others,0.043343,0.438095,0.438095,736,1680,1680,?a
?a  biomarker  EGFR_Positive  ?a  smokingHabit  NonSmoker   ,?a  comorbidity  Others,0.018315,0.438028,0.438028,311,710,710,?a
?a  biomarker  Unknown  ?a  hasRelapse  No   ,?a  comorbidity  Cardiopathy,0.042695,0.437802,0.437802,725,1656,1656,?a
?a  hasRelapse  No  ?a  smokingHabit  PreviousSmoker   ,?a  comorbidity  Diabetes_Mellitus,0.033626,0.437548,0.437548,571,1305,1305,?a
?a  biomarker  ROS1_Positive  ?a  drug  Carboplatin   ,?a  comorbidity  Others,0.026382,0.4375,0.4375,448,1024,1024,?a
?a  biomarker  Unknown  ?a  sex  male   ,?a  comorbidity  Cardiopathy,0.042047,0.4375,0.4375,714,1632,1632,?a
?a  ageCategory  young  ?a  smokingHabit  Unknown   ,?a  comorbidity  Diabetes_Mellitus,0.031506,0.437449,0.437449,535,1223,1223,?a
?a  sex  male  ?a  smokingHabit  Unknown   ,?a  comorbidity  Depression,0.031859,0.437348,0.437348,541,1237,1237,?a
?a  drug  Afatinib  ?a  drug  Carboplatin   ,?a  comorbidity  Diabetes_Mellitus,0.024027,0.437299,0.437299,408,933,933,?a
?a  ageCategory  young  ?a  biomarker  EGFR_Positive   ,?a  comorbidity  Others,0.035805,0.437096,0.437096,608,1391,1391,?a
?a  biomarker  Unknown  ?a  smokingHabit  Unknown   ,?a  comorbidity  Depression,0.020376,0.436869,0.436869,346,792,792,?a
?a  biomarker  ?d  ?a  smokingHabit  ?d   ,?a  comorbidity  Depression,0.020376,0.436869,0.436869,346,792,792,?a
?a  biomarker  EGFR_Positive  ?a  biomarker  ROS1_Positive   ,?a  comorbidity  Others,0.019139,0.436828,0.436828,325,744,744,?a
?a  hasRelapse  Yes  ?a  smokingHabit  NonSmoker   ,?a  comorbidity  Depression,0.032095,0.436699,0.436699,545,1248,1248,?a
?a  drug  Afatinib  ?a  smokingHabit  CurrentSmoker   ,?a  comorbidity  Others,0.022084,0.436554,0.436554,375,859,859,?a
?a  drug  Afatinib  ?a  hasRelapse  Yes   ,?a  comorbidity  Others,0.04558,0.436548,0.436548,774,1773,1773,?a
?a  sex  male  ?a  smokingHabit  Unknown   ,?a  comorbidity  Diabetes_Mellitus,0.0318,0.43654,0.43654,540,1237,1237,?a
?a  drug  Cisplatin  ?a  hasRelapse  Yes   ,?a  comorbidity  Cardiopathy,0.044108,0.43648,0.43648,749,1716,1716,?a
?a  drug  Nivolumab  ?a  smokingHabit  NonSmoker   ,?a  comorbidity  Others,0.021966,0.436257,0.436257,373,855,855,?a
?a  ageCategory  young  ?a  biomarker  Unknown   ,?a  comorbidity  Diabetes_Mellitus,0.042106,0.436242,0.436242,715,1639,1639,?a
?a  biomarker  EGFR_Positive  ?a  drug  Nivolumab   ,?a  comorbidity  Diabetes_Mellitus,0.02491,0.436082,0.436082,423,970,970,?a
?a  biomarker  Unknown  ?a  smokingHabit  PreviousSmoker   ,?a  comorbidity  Diabetes_Mellitus,0.021495,0.436081,0.436081,365,837,837,?a
?a  drug  Afatinib  ?a  hasRelapse  No   ,?a  comorbidity  Diabetes_Mellitus,0.044344,0.436016,0.436016,753,1727,1727,?a
?a  sex  male  ?a  smokingHabit  PreviousSmoker   ,?a  comorbidity  Cardiopathy,0.033508,0.436015,0.436015,569,1305,1305,?a
?a  ageCategory  young  ?a  drug  Afatinib   ,?a  comorbidity  Diabetes_Mellitus,0.04452,0.435986,0.435986,756,1734,1734,?a
?a  biomarker  Unknown  ?a  smokingHabit  CurrentSmoker   ,?a  comorbidity  Depression,0.020847,0.435961,0.435961,354,812,812,?a
?a  drug  Afatinib  ?a  smokingHabit  NonSmoker   ,?a  comorbidity  Depression,0.022849,0.435955,0.435955,388,890,890,?a
?a  drug  Carboplatin  ?a  drug  Cisplatin   ,?a  comorbidity  Diabetes_Mellitus,0.02385,0.435953,0.435953,405,929,929,?a
?a  ageCategory  old  ?a  biomarker  EGFR_Positive   ,?a  comorbidity  Diabetes_Mellitus,0.039044,0.435897,0.435897,663,1521,1521,?a
?a  biomarker  EGFR_Positive  ?a  sex  male   ,?a  comorbidity  Others,0.03763,0.435583,0.435583,639,1467,1467,?a
?a  ageCategory  old  ?a  smokingHabit  Unknown   ,?a  comorbidity  Depression,0.031565,0.435418,0.435418,536,1231,1231,?a
?a  biomarker  ALK_Positive   ,?a  comorbidity  Others,0.077381,0.435388,0.435388,1314,3018,3018,?a
?a  drug  Vinorelbine  ?a  smokingHabit  NonSmoker   ,?a  comorbidity  Depression,0.022142,0.435185,0.435185,376,864,864,?a
?a  drug  Nivolumab  ?a  smokingHabit  PreviousSmoker   ,?a  comorbidity  Depression,0.021907,0.435088,0.435088,372,855,855,?a
?a  drug  Cisplatin  ?a  smokingHabit  PreviousSmoker   ,?a  comorbidity  Diabetes_Mellitus,0.023085,0.435072,0.435072,392,901,901,?a
?a  biomarker  Unknown  ?a  drug  Cisplatin   ,?a  comorbidity  Cardiopathy,0.029386,0.435048,0.435048,499,1147,1147,?a
?a  ageCategory  young  ?a  biomarker  Unknown   ,?a  comorbidity  Depression,0.041988,0.435021,0.435021,713,1639,1639,?a
?a  drug  Afatinib  ?a  smokingHabit  PreviousSmoker   ,?a  comorbidity  Diabetes_Mellitus,0.022614,0.434881,0.434881,384,883,883,?a
?a  drug  Carboplatin  ?a  drug  Cisplatin   ,?a  comorbidity  Others,0.023791,0.434876,0.434876,404,929,929,?a
?a  drug  Afatinib  ?a  hasRelapse  No   ,?a  comorbidity  Depression,0.044226,0.434858,0.434858,751,1727,1727,?a
?a  drug  Cisplatin  ?a  sex  male   ,?a  comorbidity  Cardiopathy,0.045757,0.434807,0.434807,777,1787,1787,?a
?a  drug  Carboplatin  ?a  hasRelapse  No   ,?a  comorbidity  Others,0.044756,0.434783,0.434783,760,1748,1748,?a
?a  biomarker  Unknown  ?a  hasRelapse  No   ,?a  comorbidity  Depression,0.0424,0.434783,0.434783,720,1656,1656,?a
?a  biomarker  EGFR_Positive   ,?a  comorbidity  Diabetes_Mellitus,0.074554,0.434753,0.434753,1266,2912,2912,?a
?a  drug  Carboplatin   ,?a  comorbidity  Others,0.088452,0.434732,0.434732,1502,3455,3455,?a
?a  ageCategory  young  ?a  smokingHabit  CurrentSmoker   ,?a  comorbidity  Depression,0.03233,0.434679,0.434679,549,1263,1263,?a
?a  drug  Nivolumab  ?a  hasRelapse  No   ,?a  comorbidity  Diabetes_Mellitus,0.042989,0.434524,0.434524,730,1680,1680,?a
?a  biomarker  ALK_Positive  ?a  drug  Nivolumab   ,?a  comorbidity  Diabetes_Mellitus,0.025205,0.434518,0.434518,428,985,985,?a
?a  drug  Carboplatin  ?a  smokingHabit  PreviousSmoker   ,?a  comorbidity  Diabetes_Mellitus,0.022849,0.43449,0.43449,388,893,893,?a
?a  biomarker  Unknown  ?a  sex  male   ,?a  comorbidity  Depression,0.041753,0.434436,0.434436,709,1632,1632,?a
?a  drug  Cisplatin   ,?a  comorbidity  Cardiopathy,0.089924,0.434424,0.434424,1527,3515,3515,?a
?a  biomarker  Unknown  ?a  drug  Nivolumab   ,?a  comorbidity  Others,0.027796,0.434223,0.434223,472,1087,1087,?a
?a  drug  Carboplatin  ?a  smokingHabit  Unknown   ,?a  comorbidity  Diabetes_Mellitus,0.022319,0.434135,0.434135,379,873,873,?a
?a  ageCategory  young  ?a  sex  male   ,?a  comorbidity  Diabetes_Mellitus,0.063718,0.434015,0.434015,1082,2493,2493,?a
?a  biomarker  ROS1_Positive  ?a  smokingHabit  NonSmoker   ,?a  comorbidity  Depression,0.019551,0.433987,0.433987,332,765,765,?a
?a  biomarker  EGFR_Positive  ?a  drug  Afatinib   ,?a  comorbidity  Cardiopathy,0.0265,0.433944,0.433944,450,1037,1037,?a
?a  biomarker  ROS1_Positive  ?a  smokingHabit  PreviousSmoker   ,?a  comorbidity  Diabetes_Mellitus,0.020081,0.433842,0.433842,341,786,786,?a
?a  smokingHabit  NonSmoker   ,?a  comorbidity  Depression,0.063424,0.433749,0.433749,1077,2483,2483,?a
?a  biomarker  EGFR_Positive   ,?a  comorbidity  Others,0.074377,0.433723,0.433723,1263,2912,2912,?a
?a  biomarker  ROS1_Positive  ?a  smokingHabit  Unknown   ,?a  comorbidity  Diabetes_Mellitus,0.018668,0.433653,0.433653,317,731,731,?a
?a  sex  female  ?a  smokingHabit  PreviousSmoker   ,?a  comorbidity  Diabetes_Mellitus,0.033214,0.433513,0.433513,564,1301,1301,?a
?a  ageCategory  young  ?a  smokingHabit  NonSmoker   ,?a  comorbidity  Diabetes_Mellitus,0.031211,0.433361,0.433361,530,1223,1223,?a
?a  biomarker  Unknown   ,?a  comorbidity  Depression,0.083446,0.433333,0.433333,1417,3270,3270,?a
?a  biomarker  Unknown  ?a  hasRelapse  Yes   ,?a  comorbidity  Others,0.041164,0.433086,0.433086,699,1614,1614,?a
?a  drug  Afatinib  ?a  sex  female   ,?a  comorbidity  Diabetes_Mellitus,0.043814,0.433062,0.433062,744,1718,1718,?a
?a  hasRelapse  No  ?a  smokingHabit  CurrentSmoker   ,?a  comorbidity  Depression,0.030564,0.432861,0.432861,519,1199,1199,?a
?a  biomarker  EGFR_Positive  ?a  biomarker  ROS1_Positive   ,?a  comorbidity  Depression,0.018962,0.432796,0.432796,322,744,744,?a
?a  hasRelapse  No  ?a  sex  female   ,?a  comorbidity  Depression,0.062305,0.43272,0.43272,1058,2445,2445,?a
?a  drug  Afatinib  ?a  drug  Nivolumab   ,?a  comorbidity  Depression,0.021966,0.432715,0.432715,373,862,862,?a
?a  biomarker  ROS1_Positive  ?a  hasRelapse  No   ,?a  comorbidity  Diabetes_Mellitus,0.03763,0.432634,0.432634,639,1477,1477,?a
?a  ageCategory  old  ?a  biomarker  ALK_Positive   ,?a  comorbidity  Diabetes_Mellitus,0.038749,0.43261,0.43261,658,1521,1521,?a
?a  smokingHabit  PreviousSmoker   ,?a  comorbidity  Diabetes_Mellitus,0.066368,0.432464,0.432464,1127,2606,2606,?a
?a  biomarker  ALK_Positive  ?a  hasRelapse  No   ,?a  comorbidity  Diabetes_Mellitus,0.037925,0.432215,0.432215,644,1490,1490,?a
?a  ageCategory  young  ?a  drug  Nivolumab   ,?a  comorbidity  Cardiopathy,0.041517,0.431985,0.431985,705,1632,1632,?a
?a  smokingHabit  Unknown   ,?a  comorbidity  Diabetes_Mellitus,0.062423,0.431948,0.431948,1060,2454,2454,?a
?a  drug  Afatinib  ?a  drug  Carboplatin   ,?a  comorbidity  Depression,0.023732,0.43194,0.43194,403,933,933,?a
?a  drug  Nivolumab  ?a  drug  Vinorelbine   ,?a  comorbidity  Depression,0.021966,0.431713,0.431713,373,864,864,?a
?a  drug  Nivolumab  ?a  sex  male   ,?a  comorbidity  Diabetes_Mellitus,0.044108,0.4317,0.4317,749,1735,1735,?a
?a  hasRelapse  Yes   ,?a  comorbidity  Others,0.127437,0.431592,0.431592,2164,5014,5014,?a
?a  sex  female  ?a  smokingHabit  CurrentSmoker   ,?a  comorbidity  Depression,0.030446,0.431553,0.431553,517,1198,1198,?a
?a  drug  Afatinib  ?a  sex  male   ,?a  comorbidity  Depression,0.045286,0.431538,0.431538,769,1782,1782,?a
?a  biomarker  ALK_Positive  ?a  drug  Vinorelbine   ,?a  comorbidity  Depression,0.02756,0.431336,0.431336,468,1085,1085,?a
?a  ageCategory  old  ?a  drug  Carboplatin   ,?a  comorbidity  Depression,0.04399,0.431293,0.431293,747,1732,1732,?a
?a  drug  Carboplatin  ?a  smokingHabit  CurrentSmoker   ,?a  comorbidity  Depression,0.021612,0.431257,0.431257,367,851,851,?a
?a  ageCategory  old  ?a  sex  male   ,?a  comorbidity  Depression,0.065191,0.431243,0.431243,1107,2567,2567,?a
?a  drug  Carboplatin  ?a  sex  male   ,?a  comorbidity  Diabetes_Mellitus,0.044756,0.431083,0.431083,760,1763,1763,?a
?a  biomarker  ROS1_Positive  ?a  sex  male   ,?a  comorbidity  Diabetes_Mellitus,0.039044,0.431079,0.431079,663,1538,1538,?a
?a  biomarker  ROS1_Positive  ?a  drug  Cisplatin   ,?a  comorbidity  Diabetes_Mellitus,0.027619,0.431066,0.431066,469,1088,1088,?a
?a  ageCategory  old  ?a  biomarker  ROS1_Positive   ,?a  comorbidity  Diabetes_Mellitus,0.03763,0.430883,0.430883,639,1483,1483,?a
?a  biomarker  ROS1_Positive   ,?a  comorbidity  Others,0.076144,0.430856,0.430856,1293,3001,3001,?a
?a  hasRelapse  Yes  ?a  smokingHabit  CurrentSmoker   ,?a  comorbidity  Diabetes_Mellitus,0.031918,0.430843,0.430843,542,1258,1258,?a
?a  ageCategory  young  ?a  hasRelapse  No   ,?a  comorbidity  Cardiopathy,0.062423,0.430719,0.430719,1060,2461,2461,?a
?a  ageCategory  old  ?a  biomarker  EGFR_Positive   ,?a  comorbidity  Depression,0.038573,0.430638,0.430638,655,1521,1521,?a
?a  ageCategory  young  ?a  sex  female   ,?a  comorbidity  Depression,0.063012,0.430584,0.430584,1070,2485,2485,?a
?a  hasRelapse  No  ?a  sex  male   ,?a  comorbidity  Diabetes_Mellitus,0.064425,0.430539,0.430539,1094,2541,2541,?a
?a  biomarker  ROS1_Positive   ,?a  comorbidity  Diabetes_Mellitus,0.076085,0.430523,0.430523,1292,3001,3001,?a
?a  biomarker  EGFR_Positive  ?a  smokingHabit  PreviousSmoker   ,?a  comorbidity  Cardiopathy,0.018609,0.430518,0.430518,316,734,734,?a
?a  biomarker  ALK_Positive  ?a  smokingHabit  CurrentSmoker   ,?a  comorbidity  Depression,0.017843,0.430398,0.430398,303,704,704,?a
?a  smokingHabit  Unknown   ,?a  comorbidity  Others,0.062187,0.430318,0.430318,1056,2454,2454,?a
?a  ageCategory  young  ?a  drug  Cisplatin   ,?a  comorbidity  Depression,0.044167,0.430293,0.430293,750,1743,1743,?a
?a  ageCategory  young  ?a  biomarker  ROS1_Positive   ,?a  comorbidity  Depression,0.038455,0.430171,0.430171,653,1518,1518,?a
?a  biomarker  Unknown   ,?a  comorbidity  Cardiopathy,0.082798,0.429969,0.429969,1406,3270,3270,?a
?a  drug  Carboplatin  ?a  sex  male   ,?a  comorbidity  Depression,0.044638,0.429949,0.429949,758,1763,1763,?a
?a  ageCategory  young  ?a  hasRelapse  No   ,?a  comorbidity  Depression,0.062305,0.429907,0.429907,1058,2461,2461,?a
?a  drug  Cisplatin  ?a  sex  male   ,?a  comorbidity  Diabetes_Mellitus,0.045227,0.429771,0.429771,768,1787,1787,?a
?a  drug  Afatinib   ,?a  comorbidity  Diabetes_Mellitus,0.08857,0.429714,0.429714,1504,3500,3500,?a
?a  biomarker  ROS1_Positive  ?a  drug  Afatinib   ,?a  comorbidity  Depression,0.025735,0.429695,0.429695,437,1017,1017,?a
?a  drug  Nivolumab   ,?a  comorbidity  Diabetes_Mellitus,0.084801,0.429466,0.429466,1440,3353,3353,?a
?a  biomarker  EGFR_Positive  ?a  sex  male   ,?a  comorbidity  Depression,0.0371,0.429448,0.429448,630,1467,1467,?a
?a  hasRelapse  No   ,?a  comorbidity  Others,0.126082,0.429402,0.429402,2141,4986,4986,?a
?a  drug  Nivolumab  ?a  sex  male   ,?a  comorbidity  Cardiopathy,0.043873,0.429395,0.429395,745,1735,1735,?a
?a  biomarker  ?d  ?a  smokingHabit  ?d   ,?a  comorbidity  Others,0.020022,0.429293,0.429293,340,792,792,?a
?a  ageCategory  young  ?a  hasRelapse  Yes   ,?a  comorbidity  Diabetes_Mellitus,0.0636,0.429082,0.429082,1080,2517,2517,?a
?a  biomarker  ALK_Positive  ?a  smokingHabit  CurrentSmoker   ,?a  comorbidity  Diabetes_Mellitus,0.017785,0.428977,0.428977,302,704,704,?a
?a  hasRelapse  Yes  ?a  sex  male   ,?a  comorbidity  Depression,0.0636,0.428742,0.428742,1080,2519,2519,?a
?a  smokingHabit  Unknown   ,?a  comorbidity  Depression,0.061952,0.428688,0.428688,1052,2454,2454,?a
?a  smokingHabit  CurrentSmoker   ,?a  comorbidity  Others,0.06201,0.428571,0.428571,1053,2457,2457,?a
?a  hasRelapse  No  ?a  sex  male   ,?a  comorbidity  Cardiopathy,0.06413,0.428571,0.428571,1089,2541,2541,?a
?a  ageCategory  old  ?a  drug  Carboplatin   ,?a  comorbidity  Diabetes_Mellitus,0.043696,0.428406,0.428406,742,1732,1732,?a
?a  drug  Vinorelbine  ?a  hasRelapse  No   ,?a  comorbidity  Depression,0.044579,0.428167,0.428167,757,1768,1768,?a
?a  ageCategory  old  ?a  sex  male   ,?a  comorbidity  Cardiopathy,0.064719,0.428126,0.428126,1099,2567,2567,?a
?a  drug  Vinorelbine  ?a  sex  male   ,?a  comorbidity  Cardiopathy,0.04558,0.428097,0.428097,774,1808,1808,?a
?a  biomarker  ?d  ?a  smokingHabit  ?d   ,?a  comorbidity  Cardiopathy,0.019963,0.42803,0.42803,339,792,792,?a
?a  drug  Cisplatin  ?a  drug  Vinorelbine   ,?a  comorbidity  Diabetes_Mellitus,0.023026,0.42779,0.42779,391,914,914,?a
?a  drug  Carboplatin   ,?a  comorbidity  Depression,0.087038,0.427786,0.427786,1478,3455,3455,?a
?a  ageCategory  young   ,?a  comorbidity  Diabetes_Mellitus,0.125317,0.427481,0.427481,2128,4978,4978,?a
?a  drug  Cisplatin  ?a  hasRelapse  No   ,?a  comorbidity  Diabetes_Mellitus,0.045286,0.42746,0.42746,769,1799,1799,?a
?a  sex  female  ?a  smokingHabit  CurrentSmoker   ,?a  comorbidity  Diabetes_Mellitus,0.030151,0.427379,0.427379,512,1198,1198,?a
?a  biomarker  ROS1_Positive  ?a  hasRelapse  No   ,?a  comorbidity  Depression,0.037159,0.427217,0.427217,631,1477,1477,?a
?a  drug  Afatinib  ?a  sex  male   ,?a  comorbidity  Cardiopathy,0.044815,0.427048,0.427048,761,1782,1782,?a
?a  biomarker  ALK_Positive  ?a  sex  female   ,?a  comorbidity  Diabetes_Mellitus,0.036688,0.427005,0.427005,623,1459,1459,?a
?a  hasRelapse  No   ,?a  comorbidity  Depression,0.125375,0.426996,0.426996,2129,4986,4986,?a
?a  ageCategory  young  ?a  sex  female   ,?a  comorbidity  Cardiopathy,0.062482,0.426962,0.426962,1061,2485,2485,?a
?a  drug  Nivolumab  ?a  hasRelapse  No   ,?a  comorbidity  Cardiopathy,0.042224,0.426786,0.426786,717,1680,1680,?a
?a  biomarker  ALK_Positive  ?a  biomarker  EGFR_Positive   ,?a  comorbidity  Depression,0.01802,0.426778,0.426778,306,717,717,?a
?a  drug  Afatinib  ?a  hasRelapse  No   ,?a  comorbidity  Cardiopathy,0.043401,0.426752,0.426752,737,1727,1727,?a
?a  drug  Carboplatin  ?a  smokingHabit  PreviousSmoker   ,?a  comorbidity  Cardiopathy,0.022437,0.426652,0.426652,381,893,893,?a
?a  drug  Vinorelbine  ?a  hasRelapse  No   ,?a  comorbidity  Cardiopathy,0.044403,0.426471,0.426471,754,1768,1768,?a
?a  biomarker  Unknown  ?a  drug  Cisplatin   ,?a  comorbidity  Others,0.028797,0.42633,0.42633,489,1147,1147,?a
?a  drug  Carboplatin  ?a  hasRelapse  No   ,?a  comorbidity  Diabetes_Mellitus,0.043873,0.426201,0.426201,745,1748,1748,?a
?a  hasRelapse  No  ?a  smokingHabit  PreviousSmoker   ,?a  comorbidity  Cardiopathy,0.032742,0.426054,0.426054,556,1305,1305,?a
?a  hasRelapse  Yes  ?a  sex  female   ,?a  comorbidity  Diabetes_Mellitus,0.062599,0.426052,0.426052,1063,2495,2495,?a
?a  drug  Nivolumab  ?a  drug  Vinorelbine   ,?a  comorbidity  Cardiopathy,0.021671,0.425926,0.425926,368,864,864,?a
?a  drug  Nivolumab   ,?a  comorbidity  Cardiopathy,0.084094,0.425887,0.425887,1428,3353,3353,?a
?a  drug  Cisplatin  ?a  sex  male   ,?a  comorbidity  Others,0.044815,0.425853,0.425853,761,1787,1787,?a
?a  biomarker  ALK_Positive  ?a  drug  Afatinib   ,?a  comorbidity  Cardiopathy,0.026206,0.425837,0.425837,445,1045,1045,?a
?a  drug  Afatinib  ?a  smokingHabit  PreviousSmoker   ,?a  comorbidity  Depression,0.022142,0.425821,0.425821,376,883,883,?a
?a  ageCategory  old  ?a  sex  female   ,?a  comorbidity  Diabetes_Mellitus,0.061539,0.425662,0.425662,1045,2455,2455,?a
?a  hasRelapse  No   ,?a  comorbidity  Diabetes_Mellitus,0.124963,0.425592,0.425592,2122,4986,4986,?a
?a  drug  Afatinib  ?a  drug  Vinorelbine   ,?a  comorbidity  Depression,0.022967,0.4253,0.4253,390,917,917,?a
